Target,Target_trend,minutes,hours,dayofweek,month,quarter,lag1_Target,lag2_Target,lag3_Target,lag4_Target,Target_cos_971,Target_sin_971,Target_cos_7775,Target_sin_7775,Target_cos_1943,Target_sin_1943,Target_cos_3887,Target_sin_3887,Target_cos_8,Target_sin_8,Target_cos_28,Target_sin_28,Target_cos_5,Target_sin_5,Target_cos_4,Target_sin_4,Target_cos_2,Target_sin_2,Target_cos_15,Target_sin_15,anomaly
-0.9708498816121088,-2.1863626495024264,40,0,1,12,4,-1.1823224884756267,-0.730823107629383,-0.958470525597135,-1.0927453999392376,-0.8755582307300602,-0.4831126003333453,0.3237339419182849,0.9461481569236652,0.24944114463129352,-0.9683899603801301,-0.790392669700097,0.6126005449592362,0.6575214831827727,-0.7534357963045868,0.7139297081178123,0.7002173747250315,-0.058145057181823376,0.99830814497595,-0.6278120113196651,-0.7783650033517416,0.9257238571508232,0.3782001326041575,0.5971584990159605,0.8021232617578206,0
-1.0368880365394275,-2.1837068792984615,50,0,1,12,4,-0.9708498816121088,-1.1823224884756267,-0.730823107629383,-0.958470525597135,0.323733940971217,0.9461481572477138,-0.1545187929497379,0.9879898494546167,0.8135520699289066,0.5814920717554036,-0.952247885250712,-0.30532599796864124,0.6278122452866127,-0.7783648146391138,-0.0968109511200348,0.9953027879711953,-0.5495086863573702,-0.8354880032758085,0.8755581295370831,0.48311278372811084,-0.7405443944567304,0.6720074403149972,-0.1160929815930093,0.9932383498560883,0
-0.9979329372152782,-2.1810511090944966,0,1,1,12,4,-1.0368880365394275,-0.9708498816121088,-1.1823224884756267,-0.730823107629383,0.39607976706196224,-0.9182161064390788,-0.5971585918144723,0.8021231926718966,-0.8354878117189868,0.549508977605479,-0.28680323244431294,-0.9579895123953568,0.5971587182748374,-0.8021230985256275,-0.8354878467069479,0.5495089244088648,0.9396925417005655,0.3420203606107845,-0.9932383257397324,-0.1160931879213126,-0.28680288624305517,-0.9579896160411412,-0.7660445327952933,0.6427875028144534,0
-0.9630977216641616,-2.1783953388905317,10,1,1,12,4,-0.9979329372152782,-1.0368880365394275,-0.9708498816121088,-1.1823224884756267,-0.9103629414125786,0.4138107235230113,-0.9021674248392118,0.4313860655595927,-0.21170387170222166,-0.9773338583648319,0.6278121248820296,-0.7783649117548342,0.5656070079571529,-0.8246749132535542,-0.9522478707865237,-0.3053260430794136,-0.9579895448121846,0.2868031241645449,0.9633708421010575,-0.268172743934762,0.987989751714877,0.15451941789424312,-0.9983081529285208,-0.058144920641833915,0
-0.9583001398713684,-2.1757395686865673,20,1,1,12,4,-0.9630977216641616,-0.9979329372152782,-1.0368880365394275,-0.9708498816121088,0.9522478850197291,0.3053259986890288,-0.9992479524991711,-0.03877537138718826,0.987989849396169,0.1545187933234513,0.9969929411475712,0.07749242093208562,0.5332045710960798,-0.8459863387562743,-0.36017764019521614,-0.9328837373989352,0.5971587792406143,-0.8021230531382695,-0.7903926259346439,0.6126006014265233,-0.5656072275166594,0.8246747626676336,-0.6862415189639877,-0.7273737537538724,0
-1.068330310132955,-2.1730837984826024,30,1,1,12,4,-0.9583001398713684,-0.9630977216641616,-0.9979329372152782,-1.0368880365394275,-0.4999999991264544,-0.8660254042887804,-0.8660254037213959,-0.5000000001091932,-0.5000000004367728,0.8660254035322678,0.4999999997816136,0.8660254039105241,0.5000001440274845,-0.8660253206301157,0.5000000641972681,-0.8660253667201254,-1.1587840709409504e-07,0.9999999999999933,0.499999994690825,-0.8660254068496922,-0.4999993956051841,-0.866025752731667,1.158465546248693e-07,-0.9999999999999933,0
-1.2035833933148683,-2.1704280282786375,40,1,1,12,4,-1.068330310132955,-0.9583001398713684,-0.9630977216641616,-0.9979329372152782,-0.21170387318095257,0.9773338580445186,-0.5332044326987336,-0.8459864259847327,-0.6278121242931867,-0.778364912229782,-0.4313860659008432,0.9021674246760373,0.4660436693565113,-0.8847617183472162,0.9879898583709898,-0.15451873593862822,-0.5971584021020264,-0.8021233339075448,-0.135331358093455,0.9908003953958542,0.9969929793002348,-0.07749193007043799,0.6862416874914559,-0.7273735947564216,0
-1.0006232522554157,-2.167772258074673,50,1,1,12,4,-1.2035833933148683,-1.068330310132955,-0.9583001398713684,-0.9630977216641616,0.8135520708087188,-0.5814920705244787,-0.07749242055496672,-0.9969929411768832,0.952247885481695,-0.30532599724825366,-0.9879898495130643,0.15451879257602447,0.43138622083917116,-0.9021673505897327,0.7405439855617731,0.6720078909122156,0.9579894783435805,0.2868033461851421,-0.24944102407388924,-0.9683899914337041,-0.36017799185900273,0.9328836016247772,0.9983081664002714,-0.058144689340712416,0
-0.9822485766209812,-2.165116487870708,0,2,1,12,4,-1.0006232522554157,-1.2035833933148683,-1.068330310132955,-0.9583001398713684,-0.9932383576370574,-0.1160929150225836,0.3960797661428535,-0.9182161068355437,-0.058144829361442704,0.9983081582450024,-0.6862416377044449,-0.7273736417280471,0.3960799265625724,-0.9182160376372149,-0.05814491279728111,0.9983081533854147,-0.9396927025100191,0.3420199187904363,0.597158440168756,0.8021233055679272,-0.6862412325098408,-0.7273740240092263,0.7660443838658376,0.6427876803016758,0
-1.02142440653439,-2.162460717666743,10,2,1,12,4,-0.9822485766209812,-1.0006232522554157,-1.2035833933148683,-1.068330310132955,0.6575213679147887,0.7534358968986448,0.7783649119923082,-0.6278121245876082,-0.9103629407864724,-0.4138107249004135,0.21170387244158712,-0.9773338582046752,0.3601778905393372,-0.9328836407433851,-0.8135521094909268,0.5814920164050947,0.5495090791832099,-0.8354877449102535,-0.8561667683238929,-0.5166995885597563,0.9522479926535213,-0.30532566300155495,0.11609275146652469,0.9932383767540055,0
